"","country_code","year","income_level"
"2720","LCA",2007,"UM"
"2721","LCA",2008,"UM"
"2722","LCA",2009,"UM"
"2723","LCA",2010,"UM"
"2724","LCA",2011,"UM"
"2725","LCA",2012,"UM"
"2726","LCA",2013,"UM"
"2727","LCA",2014,"UM"
"2728","LCA",2015,"UM"
"2729","LCA",2016,"UM"
"2730","LCA",2017,"UM"
"2731","LCA",2018,"UM"
"2732","LCA",2019,"UM"
"2733","LCA",2020,"UM"
"2734","LCA",2021,"UM"
"2735","LCA",2022,"UM"
"2736","LCA",2023,"UM"
"2737","LIE",2000,"H"
"2738","LIE",2001,"H"
"2739","LIE",2002,"H"
"2740","LIE",2003,"H"
"2741","LIE",2004,"H"
"2742","LIE",2005,"H"
"2743","LIE",2006,"H"
"2744","LIE",2007,"H"
"2745","LIE",2008,"H"
"2746","LIE",2009,"H"
"2747","LIE",2010,"H"
"2748","LIE",2011,"H"
"2749","LIE",2012,"H"
"2750","LIE",2013,"H"
"2751","LIE",2014,"H"
"2752","LIE",2015,"H"
"2753","LIE",2016,"H"
"2754","LIE",2017,"H"
"2755","LIE",2018,"H"
"2756","LIE",2019,"H"
"2757","LIE",2020,"H"
"2758","LIE",2021,"H"
"2759","LIE",2022,"H"
"2760","LIE",2023,"H"
"2761","LKA",2000,"LM"
"2762","LKA",2001,"LM"
"2763","LKA",2002,"LM"
"2764","LKA",2003,"LM"
"2765","LKA",2004,"LM"
"2766","LKA",2005,"LM"
"2767","LKA",2006,"LM"
"2768","LKA",2007,"LM"
"2769","LKA",2008,"LM"
"2770","LKA",2009,"LM"
"2771","LKA",2010,"LM"
"2772","LKA",2011,"LM"
"2773","LKA",2012,"LM"
"2774","LKA",2013,"LM"
"2775","LKA",2014,"LM"
"2776","LKA",2015,"LM"
"2777","LKA",2016,"LM"
"2778","LKA",2017,"LM"
"2779","LKA",2018,"UM"
"2780","LKA",2019,"LM"
"2781","LKA",2020,"LM"
"2782","LKA",2021,"LM"
"2783","LKA",2022,"LM"
"2784","LKA",2023,"LM"
"2785","LSO",2000,"L"
"2786","LSO",2001,"L"
"2787","LSO",2002,"L"
"2788","LSO",2003,"L"
"2789","LSO",2004,"L"
"2790","LSO",2005,"LM"
"2791","LSO",2006,"LM"
"2792","LSO",2007,"LM"
"2793","LSO",2008,"LM"
"2794","LSO",2009,"LM"
"2795","LSO",2010,"LM"
"2796","LSO",2011,"LM"
"2797","LSO",2012,"LM"
"2798","LSO",2013,"LM"
"2799","LSO",2014,"LM"
"2800","LSO",2015,"LM"
"2801","LSO",2016,"LM"
"2802","LSO",2017,"LM"
"2803","LSO",2018,"LM"
"2804","LSO",2019,"LM"
"2805","LSO",2020,"LM"
"2806","LSO",2021,"LM"
"2807","LSO",2022,"LM"
"2808","LSO",2023,"LM"
"2809","LTU",2000,"LM"
"2810","LTU",2001,"UM"
"2811","LTU",2002,"UM"
"2812","LTU",2003,"UM"
"2813","LTU",2004,"UM"
"2814","LTU",2005,"UM"
"2815","LTU",2006,"UM"
"2816","LTU",2007,"UM"
"2817","LTU",2008,"UM"
"2818","LTU",2009,"UM"
"2819","LTU",2010,"UM"
"2820","LTU",2011,"UM"
"2821","LTU",2012,"H"
"2822","LTU",2013,"H"
"2823","LTU",2014,"H"
"2824","LTU",2015,"H"
"2825","LTU",2016,"H"
"2826","LTU",2017,"H"
"2827","LTU",2018,"H"
"2828","LTU",2019,"H"
"2829","LTU",2020,"H"
"2830","LTU",2021,"H"
"2831","LTU",2022,"H"
"2832","LTU",2023,"H"
"2833","LUX",2000,"H"
"2834","LUX",2001,"H"
"2835","LUX",2002,"H"
"2836","LUX",2003,"H"
"2837","LUX",2004,"H"
"2838","LUX",2005,"H"
"2839","LUX",2006,"H"
"2840","LUX",2007,"H"
"2841","LUX",2008,"H"
"2842","LUX",2009,"H"
"2843","LUX",2010,"H"
"2844","LUX",2011,"H"
"2845","LUX",2012,"H"
"2846","LUX",2013,"H"
"2847","LUX",2014,"H"
"2848","LUX",2015,"H"
"2849","LUX",2016,"H"
"2850","LUX",2017,"H"
"2851","LUX",2018,"H"
"2852","LUX",2019,"H"
"2853","LUX",2020,"H"
"2854","LUX",2021,"H"
"2855","LUX",2022,"H"
"2856","LUX",2023,"H"
"2857","LVA",2000,"LM"
"2858","LVA",2001,"UM"
"2859","LVA",2002,"UM"
"2860","LVA",2003,"UM"
"2861","LVA",2004,"UM"
"2862","LVA",2005,"UM"
"2863","LVA",2006,"UM"
"2864","LVA",2007,"UM"
"2865","LVA",2008,"UM"
"2866","LVA",2009,"H"
"2867","LVA",2010,"UM"
"2868","LVA",2011,"UM"
"2869","LVA",2012,"H"
"2870","LVA",2013,"H"
"2871","LVA",2014,"H"
"2872","LVA",2015,"H"
"2873","LVA",2016,"H"
"2874","LVA",2017,"H"
"2875","LVA",2018,"H"
"2876","LVA",2019,"H"
"2877","LVA",2020,"H"
"2878","LVA",2021,"H"
"2879","LVA",2022,"H"
"2880","LVA",2023,"H"
"2881","MAC",2000,"H"
"2882","MAC",2001,"H"
"2883","MAC",2002,"H"
"2884","MAC",2003,"H"
"2885","MAC",2004,"H"
"2886","MAC",2005,"H"
"2887","MAC",2006,"H"
"2888","MAC",2007,"H"
"2889","MAC",2008,"H"
"2890","MAC",2009,"H"
"2891","MAC",2010,"H"
"2892","MAC",2011,"H"
"2893","MAC",2012,"H"
"2894","MAC",2013,"H"
"2895","MAC",2014,"H"
"2896","MAC",2015,"H"
"2897","MAC",2016,"H"
"2898","MAC",2017,"H"
"2899","MAC",2018,"H"
"2900","MAC",2019,"H"
"2901","MAC",2020,"H"
"2902","MAC",2021,"H"
"2903","MAC",2022,"H"
"2904","MAC",2023,"H"
"2905","MAF",2000,".."
"2906","MAF",2001,".."
"2907","MAF",2002,".."
"2908","MAF",2003,".."
"2909","MAF",2004,".."
"2910","MAF",2005,".."
"2911","MAF",2006,".."
"2912","MAF",2007,".."
"2913","MAF",2008,".."
"2914","MAF",2009,".."
"2915","MAF",2010,"H"
"2916","MAF",2011,"H"
"2917","MAF",2012,"H"
"2918","MAF",2013,"H"
"2919","MAF",2014,"H"
"2920","MAF",2015,"H"
"2921","MAF",2016,"H"
"2922","MAF",2017,"H"
"2923","MAF",2018,"H"
"2924","MAF",2019,"H"
"2925","MAF",2020,"H"
"2926","MAF",2021,"H"
"2927","MAF",2022,"H"
"2928","MAF",2023,"H"
"2929","MAR",2000,"LM"
"2930","MAR",2001,"LM"
"2931","MAR",2002,"LM"
"2932","MAR",2003,"LM"
"2933","MAR",2004,"LM"
"2934","MAR",2005,"LM"
"2935","MAR",2006,"LM"
"2936","MAR",2007,"LM"
"2937","MAR",2008,"LM"
"2938","MAR",2009,"LM"
"2939","MAR",2010,"LM"
"2940","MAR",2011,"LM"
"2941","MAR",2012,"LM"
"2942","MAR",2013,"LM"
"2943","MAR",2014,"LM"
"2944","MAR",2015,"LM"
"2945","MAR",2016,"LM"
"2946","MAR",2017,"LM"
"2947","MAR",2018,"LM"
"2948","MAR",2019,"LM"
"2949","MAR",2020,"LM"
"2950","MAR",2021,"LM"
"2951","MAR",2022,"LM"
"2952","MAR",2023,"LM"
"2953","MCO",2000,"H"
"2954","MCO",2001,"H"
"2955","MCO",2002,"H"
"2956","MCO",2003,"H"
"2957","MCO",2004,"H"
"2958","MCO",2005,"H"
"2959","MCO",2006,"H"
"2960","MCO",2007,"H"
"2961","MCO",2008,"H"
"2962","MCO",2009,"H"
"2963","MCO",2010,"H"
"2964","MCO",2011,"H"
"2965","MCO",2012,"H"
"2966","MCO",2013,"H"
"2967","MCO",2014,"H"
"2968","MCO",2015,"H"
"2969","MCO",2016,"H"
"2970","MCO",2017,"H"
"2971","MCO",2018,"H"
"2972","MCO",2019,"H"
"2973","MCO",2020,"H"
"2974","MCO",2021,"H"
"2975","MCO",2022,"H"
"2976","MCO",2023,"H"
"2977","MDA",2000,"L"
"2978","MDA",2001,"L"
"2979","MDA",2002,"L"
"2980","MDA",2003,"L"
"2981","MDA",2004,"L"
"2982","MDA",2005,"LM"
"2983","MDA",2006,"LM"
"2984","MDA",2007,"LM"
"2985","MDA",2008,"LM"
"2986","MDA",2009,"LM"
"2987","MDA",2010,"LM"
"2988","MDA",2011,"LM"
"2989","MDA",2012,"LM"
"2990","MDA",2013,"LM"
"2991","MDA",2014,"LM"
"2992","MDA",2015,"LM"
"2993","MDA",2016,"LM"
"2994","MDA",2017,"LM"
"2995","MDA",2018,"LM"
"2996","MDA",2019,"LM"
"2997","MDA",2020,"UM"
"2998","MDA",2021,"UM"
"2999","MDA",2022,"UM"
"3000","MDA",2023,"UM"
"3001","MDG",2000,"L"
"3002","MDG",2001,"L"
"3003","MDG",2002,"L"
"3004","MDG",2003,"L"
"3005","MDG",2004,"L"
"3006","MDG",2005,"L"
"3007","MDG",2006,"L"
"3008","MDG",2007,"L"
"3009","MDG",2008,"L"
"3010","MDG",2009,"L"
"3011","MDG",2010,"L"
"3012","MDG",2011,"L"
"3013","MDG",2012,"L"
"3014","MDG",2013,"L"
"3015","MDG",2014,"L"
"3016","MDG",2015,"L"
"3017","MDG",2016,"L"
"3018","MDG",2017,"L"
"3019","MDG",2018,"L"
"3020","MDG",2019,"L"
"3021","MDG",2020,"L"
"3022","MDG",2021,"L"
"3023","MDG",2022,"L"
"3024","MDG",2023,"L"
"3025","MDV",2000,"LM"
"3026","MDV",2001,"LM"
"3027","MDV",2002,"LM"
"3028","MDV",2003,"LM"
"3029","MDV",2004,"LM"
"3030","MDV",2005,"LM"
"3031","MDV",2006,"LM"
"3032","MDV",2007,"LM"
"3033","MDV",2008,"LM"
"3034","MDV",2009,"LM"
"3035","MDV",2010,"UM"
"3036","MDV",2011,"UM"
"3037","MDV",2012,"UM"
"3038","MDV",2013,"UM"
"3039","MDV",2014,"UM"
"3040","MDV",2015,"UM"
"3041","MDV",2016,"UM"
"3042","MDV",2017,"UM"
"3043","MDV",2018,"UM"
"3044","MDV",2019,"UM"
"3045","MDV",2020,"UM"
"3046","MDV",2021,"UM"
"3047","MDV",2022,"UM"
"3048","MDV",2023,"UM"
"3049","MEX",2000,"UM"
"3050","MEX",2001,"UM"
"3051","MEX",2002,"UM"
"3052","MEX",2003,"UM"
"3053","MEX",2004,"UM"
"3054","MEX",2005,"UM"
"3055","MEX",2006,"UM"
"3056","MEX",2007,"UM"
"3057","MEX",2008,"UM"
"3058","MEX",2009,"UM"
"3059","MEX",2010,"UM"
"3060","MEX",2011,"UM"
"3061","MEX",2012,"UM"
"3062","MEX",2013,"UM"
"3063","MEX",2014,"UM"
"3064","MEX",2015,"UM"
"3065","MEX",2016,"UM"
"3066","MEX",2017,"UM"
"3067","MEX",2018,"UM"
"3068","MEX",2019,"UM"
"3069","MEX",2020,"UM"
"3070","MEX",2021,"UM"
"3071","MEX",2022,"UM"
"3072","MEX",2023,"UM"
"3073","MHL",2000,"LM"
"3074","MHL",2001,"LM"
"3075","MHL",2002,"LM"
"3076","MHL",2003,"LM"
"3077","MHL",2004,"LM"
"3078","MHL",2005,"LM"
"3079","MHL",2006,"LM"
"3080","MHL",2007,"LM"
"3081","MHL",2008,"LM"
"3082","MHL",2009,"LM"
"3083","MHL",2010,"LM"
"3084","MHL",2011,"LM"
"3085","MHL",2012,"UM"
"3086","MHL",2013,"UM"
"3087","MHL",2014,"UM"
"3088","MHL",2015,"UM"
"3089","MHL",2016,"UM"
"3090","MHL",2017,"UM"
"3091","MHL",2018,"UM"
"3092","MHL",2019,"UM"
"3093","MHL",2020,"UM"
"3094","MHL",2021,"UM"
"3095","MHL",2022,"UM"
"3096","MHL",2023,"UM"
"3097","MKD",2000,"LM"
"3098","MKD",2001,"LM"
"3099","MKD",2002,"LM"
"3100","MKD",2003,"LM"
"3101","MKD",2004,"LM"
"3102","MKD",2005,"LM"
"3103","MKD",2006,"LM"
"3104","MKD",2007,"LM"
"3105","MKD",2008,"UM"
"3106","MKD",2009,"UM"
"3107","MKD",2010,"UM"
"3108","MKD",2011,"UM"
"3109","MKD",2012,"UM"
"3110","MKD",2013,"UM"
"3111","MKD",2014,"UM"
"3112","MKD",2015,"UM"
"3113","MKD",2016,"UM"
"3114","MKD",2017,"UM"
"3115","MKD",2018,"UM"
"3116","MKD",2019,"UM"
"3117","MKD",2020,"UM"
"3118","MKD",2021,"UM"
"3119","MKD",2022,"UM"
"3120","MKD",2023,"UM"
"3121","MLI",2000,"L"
"3122","MLI",2001,"L"
"3123","MLI",2002,"L"
"3124","MLI",2003,"L"
"3125","MLI",2004,"L"
"3126","MLI",2005,"L"
"3127","MLI",2006,"L"
"3128","MLI",2007,"L"
"3129","MLI",2008,"L"
"3130","MLI",2009,"L"
"3131","MLI",2010,"L"
"3132","MLI",2011,"L"
"3133","MLI",2012,"L"
"3134","MLI",2013,"L"
"3135","MLI",2014,"L"
"3136","MLI",2015,"L"
"3137","MLI",2016,"L"
"3138","MLI",2017,"L"
"3139","MLI",2018,"L"
"3140","MLI",2019,"L"
"3141","MLI",2020,"L"
"3142","MLI",2021,"L"
"3143","MLI",2022,"L"
"3144","MLI",2023,"L"
"3145","MLT",2000,"H"
"3146","MLT",2001,"UM"
"3147","MLT",2002,"H"
"3148","MLT",2003,"H"
"3149","MLT",2004,"H"
"3150","MLT",2005,"H"
"3151","MLT",2006,"H"
"3152","MLT",2007,"H"
"3153","MLT",2008,"H"
"3154","MLT",2009,"H"
"3155","MLT",2010,"H"
"3156","MLT",2011,"H"
"3157","MLT",2012,"H"
"3158","MLT",2013,"H"
"3159","MLT",2014,"H"
"3160","MLT",2015,"H"
"3161","MLT",2016,"H"
"3162","MLT",2017,"H"
"3163","MLT",2018,"H"
"3164","MLT",2019,"H"
"3165","MLT",2020,"H"
"3166","MLT",2021,"H"
"3167","MLT",2022,"H"
"3168","MLT",2023,"H"
"3169","MMR",2000,"L"
"3170","MMR",2001,"L"
"3171","MMR",2002,"L"
"3172","MMR",2003,"L"
"3173","MMR",2004,"L"
"3174","MMR",2005,"L"
"3175","MMR",2006,"L"
"3176","MMR",2007,"L"
"3177","MMR",2008,"L"
"3178","MMR",2009,"L"
"3179","MMR",2010,"L"
"3180","MMR",2011,"L"
"3181","MMR",2012,"L"
"3182","MMR",2013,"L"
"3183","MMR",2014,"LM"
"3184","MMR",2015,"LM"
"3185","MMR",2016,"LM"
"3186","MMR",2017,"LM"
"3187","MMR",2018,"LM"
"3188","MMR",2019,"LM"
"3189","MMR",2020,"LM"
"3190","MMR",2021,"LM"
"3191","MMR",2022,"LM"
"3192","MMR",2023,"LM"
"3193","MNE",2000,".."
"3194","MNE",2001,".."
"3195","MNE",2002,".."
"3196","MNE",2003,".."
"3197","MNE",2004,".."
"3198","MNE",2005,".."
"3199","MNE",2006,"UM"
"3200","MNE",2007,"UM"
"3201","MNE",2008,"UM"
"3202","MNE",2009,"UM"
"3203","MNE",2010,"UM"
"3204","MNE",2011,"UM"
"3205","MNE",2012,"UM"
"3206","MNE",2013,"UM"
"3207","MNE",2014,"UM"
"3208","MNE",2015,"UM"
"3209","MNE",2016,"UM"
"3210","MNE",2017,"UM"
"3211","MNE",2018,"UM"
"3212","MNE",2019,"UM"
"3213","MNE",2020,"UM"
"3214","MNE",2021,"UM"
"3215","MNE",2022,"UM"
"3216","MNE",2023,"UM"
"3217","MNG",2000,"L"
"3218","MNG",2001,"L"
"3219","MNG",2002,"L"
"3220","MNG",2003,"L"
"3221","MNG",2004,"L"
"3222","MNG",2005,"L"
"3223","MNG",2006,"L"
"3224","MNG",2007,"LM"
"3225","MNG",2008,"LM"
"3226","MNG",2009,"LM"
"3227","MNG",2010,"LM"
"3228","MNG",2011,"LM"
"3229","MNG",2012,"LM"
"3230","MNG",2013,"LM"
"3231","MNG",2014,"UM"
"3232","MNG",2015,"LM"
"3233","MNG",2016,"LM"
"3234","MNG",2017,"LM"
"3235","MNG",2018,"LM"
"3236","MNG",2019,"LM"
"3237","MNG",2020,"LM"
"3238","MNG",2021,"LM"
"3239","MNG",2022,"LM"
"3240","MNG",2023,"UM"
"3241","MNP",2000,"H"
"3242","MNP",2001,"H"
"3243","MNP",2002,"UM"
"3244","MNP",2003,"UM"
"3245","MNP",2004,"UM"
"3246","MNP",2005,"UM"
"3247","MNP",2006,"UM"
"3248","MNP",2007,"H"
"3249","MNP",2008,"H"
"3250","MNP",2009,"H"
"3251","MNP",2010,"H"
"3252","MNP",2011,"H"
"3253","MNP",2012,"H"
"3254","MNP",2013,"H"
"3255","MNP",2014,"H"
"3256","MNP",2015,"H"
"3257","MNP",2016,"H"
"3258","MNP",2017,"H"
"3259","MNP",2018,"H"
"3260","MNP",2019,"H"
"3261","MNP",2020,"H"
"3262","MNP",2021,"H"
"3263","MNP",2022,"H"
"3264","MNP",2023,"H"
"3265","MOZ",2000,"L"
"3266","MOZ",2001,"L"
"3267","MOZ",2002,"L"
"3268","MOZ",2003,"L"
"3269","MOZ",2004,"L"
"3270","MOZ",2005,"L"
"3271","MOZ",2006,"L"
"3272","MOZ",2007,"L"
"3273","MOZ",2008,"L"
"3274","MOZ",2009,"L"
"3275","MOZ",2010,"L"
"3276","MOZ",2011,"L"
"3277","MOZ",2012,"L"
"3278","MOZ",2013,"L"
"3279","MOZ",2014,"L"
"3280","MOZ",2015,"L"
"3281","MOZ",2016,"L"
"3282","MOZ",2017,"L"
"3283","MOZ",2018,"L"
"3284","MOZ",2019,"L"
"3285","MOZ",2020,"L"
"3286","MOZ",2021,"L"
"3287","MOZ",2022,"L"
"3288","MOZ",2023,"L"
"3289","MRT",2000,"L"
"3290","MRT",2001,"L"
"3291","MRT",2002,"L"
"3292","MRT",2003,"L"
"3293","MRT",2004,"L"
"3294","MRT",2005,"L"
"3295","MRT",2006,"L"
"3296","MRT",2007,"L"
"3297","MRT",2008,"L"
"3298","MRT",2009,"L"
"3299","MRT",2010,"LM"
"3300","MRT",2011,"L"
"3301","MRT",2012,"LM"
"3302","MRT",2013,"LM"
"3303","MRT",2014,"LM"
"3304","MRT",2015,"LM"
"3305","MRT",2016,"LM"
"3306","MRT",2017,"LM"
"3307","MRT",2018,"LM"
"3308","MRT",2019,"LM"
"3309","MRT",2020,"LM"
"3310","MRT",2021,"LM"
"3311","MRT",2022,"LM"
"3312","MRT",2023,"LM"
"3313","MUS",2000,"UM"
"3314","MUS",2001,"UM"
"3315","MUS",2002,"UM"
"3316","MUS",2003,"UM"
"3317","MUS",2004,"UM"
"3318","MUS",2005,"UM"
"3319","MUS",2006,"UM"
"3320","MUS",2007,"UM"
"3321","MUS",2008,"UM"
"3322","MUS",2009,"UM"
"3323","MUS",2010,"UM"
"3324","MUS",2011,"UM"
"3325","MUS",2012,"UM"
"3326","MUS",2013,"UM"
"3327","MUS",2014,"UM"
"3328","MUS",2015,"UM"
"3329","MUS",2016,"UM"
"3330","MUS",2017,"UM"
"3331","MUS",2018,"UM"
"3332","MUS",2019,"H"
"3333","MUS",2020,"UM"
"3334","MUS",2021,"UM"
"3335","MUS",2022,"UM"
"3336","MUS",2023,"UM"
"3337","MWI",2000,"L"
"3338","MWI",2001,"L"
"3339","MWI",2002,"L"
"3340","MWI",2003,"L"
"3341","MWI",2004,"L"
"3342","MWI",2005,"L"
"3343","MWI",2006,"L"
"3344","MWI",2007,"L"
"3345","MWI",2008,"L"
"3346","MWI",2009,"L"
"3347","MWI",2010,"L"
"3348","MWI",2011,"L"
"3349","MWI",2012,"L"
"3350","MWI",2013,"L"
"3351","MWI",2014,"L"
"3352","MWI",2015,"L"
"3353","MWI",2016,"L"
"3354","MWI",2017,"L"
"3355","MWI",2018,"L"
"3356","MWI",2019,"L"
"3357","MWI",2020,"L"
"3358","MWI",2021,"L"
"3359","MWI",2022,"L"
"3360","MWI",2023,"L"
"3361","MYS",2000,"UM"
"3362","MYS",2001,"UM"
"3363","MYS",2002,"UM"
"3364","MYS",2003,"UM"
"3365","MYS",2004,"UM"
"3366","MYS",2005,"UM"
"3367","MYS",2006,"UM"
"3368","MYS",2007,"UM"
"3369","MYS",2008,"UM"
"3370","MYS",2009,"UM"
"3371","MYS",2010,"UM"
"3372","MYS",2011,"UM"
"3373","MYS",2012,"UM"
"3374","MYS",2013,"UM"
"3375","MYS",2014,"UM"
"3376","MYS",2015,"UM"
"3377","MYS",2016,"UM"
"3378","MYS",2017,"UM"
"3379","MYS",2018,"UM"
"3380","MYS",2019,"UM"
"3381","MYS",2020,"UM"
"3382","MYS",2021,"UM"
"3383","MYS",2022,"UM"
"3384","MYS",2023,"UM"
"3385","MYT",2000,"UM"
"3386","MYT",2001,"UM"
"3387","MYT",2002,"UM"
"3388","MYT",2003,"UM"
"3389","MYT",2004,"UM"
"3390","MYT",2005,"UM"
"3391","MYT",2006,"UM"
"3392","MYT",2007,"UM"
"3393","MYT",2008,"UM"
"3394","MYT",2009,"UM"
"3395","MYT",2010,"UM"
"3396","MYT",2011,NA
"3397","MYT",2012,NA
"3398","MYT",2013,NA
"3399","MYT",2014,NA
"3400","MYT",2015,NA
"3401","MYT",2016,NA
"3402","MYT",2017,NA
"3403","MYT",2018,NA
"3404","MYT",2019,NA
"3405","MYT",2020,NA
"3406","MYT",2021,NA
"3407","MYT",2022,NA
"3408","MYT",2023,NA
"3409","NAM",2000,"LM"
"3410","NAM",2001,"LM"
"3411","NAM",2002,"LM"
"3412","NAM",2003,"LM"
"3413","NAM",2004,"LM"
"3414","NAM",2005,"LM"
"3415","NAM",2006,"LM"
"3416","NAM",2007,"LM"
"3417","NAM",2008,"UM"
"3418","NAM",2009,"UM"
"3419","NAM",2010,"UM"
"3420","NAM",2011,"UM"
"3421","NAM",2012,"UM"
"3422","NAM",2013,"UM"
"3423","NAM",2014,"UM"
"3424","NAM",2015,"UM"
"3425","NAM",2016,"UM"
"3426","NAM",2017,"UM"
"3427","NAM",2018,"UM"
"3428","NAM",2019,"UM"
"3429","NAM",2020,"UM"
"3430","NAM",2021,"UM"
"3431","NAM",2022,"UM"
"3432","NAM",2023,"UM"
"3433","NCL",2000,"H"
"3434","NCL",2001,"H"
"3435","NCL",2002,"H"
"3436","NCL",2003,"H"
"3437","NCL",2004,"H"
"3438","NCL",2005,"H"
"3439","NCL",2006,"H"
"3440","NCL",2007,"H"
"3441","NCL",2008,"H"
"3442","NCL",2009,"H"
"3443","NCL",2010,"H"
"3444","NCL",2011,"H"
"3445","NCL",2012,"H"
"3446","NCL",2013,"H"
"3447","NCL",2014,"H"
"3448","NCL",2015,"H"
"3449","NCL",2016,"H"
"3450","NCL",2017,"H"
"3451","NCL",2018,"H"
"3452","NCL",2019,"H"
"3453","NCL",2020,"H"
"3454","NCL",2021,"H"
"3455","NCL",2022,"H"
"3456","NCL",2023,"H"
"3457","NER",2000,"L"
"3458","NER",2001,"L"
"3459","NER",2002,"L"
"3460","NER",2003,"L"
"3461","NER",2004,"L"
"3462","NER",2005,"L"
"3463","NER",2006,"L"
"3464","NER",2007,"L"
"3465","NER",2008,"L"
"3466","NER",2009,"L"
"3467","NER",2010,"L"
"3468","NER",2011,"L"
"3469","NER",2012,"L"
"3470","NER",2013,"L"
"3471","NER",2014,"L"
"3472","NER",2015,"L"
"3473","NER",2016,"L"
"3474","NER",2017,"L"
"3475","NER",2018,"L"
"3476","NER",2019,"L"
"3477","NER",2020,"L"
"3478","NER",2021,"L"
"3479","NER",2022,"L"
"3480","NER",2023,"L"
"3481","NGA",2000,"L"
"3482","NGA",2001,"L"
"3483","NGA",2002,"L"
"3484","NGA",2003,"L"
"3485","NGA",2004,"L"
"3486","NGA",2005,"L"
"3487","NGA",2006,"L"
"3488","NGA",2007,"L"
"3489","NGA",2008,"LM"
"3490","NGA",2009,"LM"
"3491","NGA",2010,"LM"
"3492","NGA",2011,"LM"
"3493","NGA",2012,"LM"
"3494","NGA",2013,"LM"
"3495","NGA",2014,"LM"
"3496","NGA",2015,"LM"
"3497","NGA",2016,"LM"
"3498","NGA",2017,"LM"
"3499","NGA",2018,"LM"
"3500","NGA",2019,"LM"
"3501","NGA",2020,"LM"
"3502","NGA",2021,"LM"
"3503","NGA",2022,"LM"
"3504","NGA",2023,"LM"
"3505","NIC",2000,"L"
"3506","NIC",2001,"L"
"3507","NIC",2002,"L"
"3508","NIC",2003,"L"
"3509","NIC",2004,"L"
"3510","NIC",2005,"LM"
"3511","NIC",2006,"LM"
"3512","NIC",2007,"LM"
"3513","NIC",2008,"LM"
"3514","NIC",2009,"LM"
"3515","NIC",2010,"LM"
"3516","NIC",2011,"LM"
"3517","NIC",2012,"LM"
"3518","NIC",2013,"LM"
"3519","NIC",2014,"LM"
"3520","NIC",2015,"LM"
"3521","NIC",2016,"LM"
"3522","NIC",2017,"LM"
"3523","NIC",2018,"LM"
"3524","NIC",2019,"LM"
"3525","NIC",2020,"LM"
"3526","NIC",2021,"LM"
"3527","NIC",2022,"LM"
"3528","NIC",2023,"LM"
"3529","NLD",2000,"H"
"3530","NLD",2001,"H"
"3531","NLD",2002,"H"
"3532","NLD",2003,"H"
"3533","NLD",2004,"H"
"3534","NLD",2005,"H"
"3535","NLD",2006,"H"
"3536","NLD",2007,"H"
"3537","NLD",2008,"H"
"3538","NLD",2009,"H"
"3539","NLD",2010,"H"
"3540","NLD",2011,"H"
"3541","NLD",2012,"H"
"3542","NLD",2013,"H"
"3543","NLD",2014,"H"
"3544","NLD",2015,"H"
"3545","NLD",2016,"H"
"3546","NLD",2017,"H"
"3547","NLD",2018,"H"
"3548","NLD",2019,"H"
"3549","NLD",2020,"H"
"3550","NLD",2021,"H"
"3551","NLD",2022,"H"
"3552","NLD",2023,"H"
"3553","NOR",2000,"H"
"3554","NOR",2001,"H"
"3555","NOR",2002,"H"
"3556","NOR",2003,"H"
"3557","NOR",2004,"H"
"3558","NOR",2005,"H"
"3559","NOR",2006,"H"
"3560","NOR",2007,"H"
"3561","NOR",2008,"H"
"3562","NOR",2009,"H"
"3563","NOR",2010,"H"
"3564","NOR",2011,"H"
"3565","NOR",2012,"H"
"3566","NOR",2013,"H"
"3567","NOR",2014,"H"
"3568","NOR",2015,"H"
"3569","NOR",2016,"H"
"3570","NOR",2017,"H"
"3571","NOR",2018,"H"
"3572","NOR",2019,"H"
"3573","NOR",2020,"H"
"3574","NOR",2021,"H"
"3575","NOR",2022,"H"
"3576","NOR",2023,"H"
"3577","NPL",2000,"L"
"3578","NPL",2001,"L"
"3579","NPL",2002,"L"
"3580","NPL",2003,"L"
"3581","NPL",2004,"L"
"3582","NPL",2005,"L"
"3583","NPL",2006,"L"
"3584","NPL",2007,"L"
"3585","NPL",2008,"L"
"3586","NPL",2009,"L"
"3587","NPL",2010,"L"
"3588","NPL",2011,"L"
"3589","NPL",2012,"L"
"3590","NPL",2013,"L"
"3591","NPL",2014,"L"
"3592","NPL",2015,"L"
"3593","NPL",2016,"L"
"3594","NPL",2017,"L"
"3595","NPL",2018,"L"
"3596","NPL",2019,"LM"
"3597","NPL",2020,"LM"
"3598","NPL",2021,"LM"
"3599","NPL",2022,"LM"
"3600","NPL",2023,"LM"
"3601","NRU",2000,".."
"3602","NRU",2001,".."
"3603","NRU",2002,".."
"3604","NRU",2003,".."
"3605","NRU",2004,".."
"3606","NRU",2005,".."
"3607","NRU",2006,".."
"3608","NRU",2007,".."
"3609","NRU",2008,".."
"3610","NRU",2009,".."
"3611","NRU",2010,".."
"3612","NRU",2011,".."
"3613","NRU",2012,".."
"3614","NRU",2013,".."
"3615","NRU",2014,".."
"3616","NRU",2015,"H"
"3617","NRU",2016,"UM"
"3618","NRU",2017,"UM"
"3619","NRU",2018,"UM"
"3620","NRU",2019,"H"
"3621","NRU",2020,"H"
"3622","NRU",2021,"H"
"3623","NRU",2022,"H"
"3624","NRU",2023,"H"
"3625","NZL",2000,"H"
"3626","NZL",2001,"H"
"3627","NZL",2002,"H"
