"country_name.x","country_code","year","sdg_overall","goal1","goal2","goal3","goal4","goal5","goal6","goal7","goal8","goal9","goal10","goal11","goal12","goal14","goal15","goal16","goal17","country_name.y","spi_comp","p1_use","p2_services","p3_products","p4_sources","p5_infra","country_name.x.x","sci_overall","sci_method","sci_periodicity","sci_source","country_name.y.y","regime_type","regime_type_amb","elect_dem","lib_dem","part_dem","delib_dem","egal_dem","freefair","accountability","vt_account","hz_account","diag_account","academ_free","freexp_altinfo","gdp","gdp_pc","population","stat_yb_cov","stat_yb_pub","census","stat_agency"
"Afghanistan","AFG",2019,46.171753968254,30.3085,39.651,36.4287857142857,42.9035,23.89,44.7332,35.741,46.4605714285714,11.2837142857143,NA,35.3,95.0735714285714,NA,65.2212,46.135,40.9006,"Afghanistan",51.9295833333333,70,59.9,68.30625,21.4416666666667,40,"Afghanistan",50,40,70,40,"Afghanistan",1,3,0.356,0.184,0.137,0.3,0.204,0.18,0.29,0.218,-0.095,0.626,0.549,0.693,6775.201,1.745,38041757,NA,NA,NA,NA
"Angola","AGO",2019,50.7814629742806,36.123,54.699,35.2605714285714,45.97875,46.59225,53.5642,44.75425,55.9034285714286,17.1754285714286,16.479,42.43225,93.3248571428571,67.566,65.5366,40.9908181818182,53.5518,"Angola",57.9525,80,57.3,68.5625,43.9,40,"Angola",48.8889,40,66.6667,40,"Angola",1,3,0.366,0.184,0.102,0.202,0.155,0.252,0.103,0.255,-0.301,0.236,0.431,0.633,16911.415,5.392,31825299,NA,NA,NA,NA
"Albania","ALB",2019,74.475860478737,98.336,57.963,83.159,94.9385,54.745,75.8542,84.2145,63.1221428571429,39.9798571428571,90.1505,87.8493333333333,80.1002857142857,49.3148,82.9116,66.1569090909091,67.282,"Albania",76.0429166666667,100,69.7666666666667,72.70625,62.7416666666667,75,"Albania",78.8889,70,76.6667,90,"Albania",2,5,0.517,0.432,0.314,0.265,0.375,0.507,0.831,0.752,0.902,0.856,0.85,0.705,3489.639,11.275,2854191,NA,NA,NA,NA
"United Arab Emirates","ARE",2019,68.6427775856497,99.6895,68.476625,87.3516153846154,97.83175,58.30975,57.9452,68.27975,58.924,81.897,100,69.78875,53.1344285714286,72.4835,52.17525,74.9075,40.2596,"United Arab Emirates",58.0025,90,36.8666666666667,42.2375,55.9083333333333,65,NA,NA,NA,NA,NA,"United Arab Emirates",0,0,0.1,0.092,0.029,0.075,0.14,0.499,-0.694,-0.041,-0.517,-0.9,0.143,0.071,66856.255,64.628,9770526,NA,NA,NA,NA
"Argentina","ARG",2019,73.5550706582633,96.0345,67.909625,82.4232142857143,97.1683333333333,77.81225,77.8778,73.02625,72.7822857142857,53.1488571428571,37.06,88.5885,79.3482857142857,60.8393333333333,61.0256,64.3417,70.378,"Argentina",69.4391666666667,90,79.4666666666667,79.5875,63.1416666666667,35,"Argentina",80,70,90,80,"Argentina",2,6,0.789,0.631,0.526,0.602,0.621,0.885,1.342,1.415,0.822,1.272,0.878,0.863,78294.101,16.528,44938712,NA,NA,NA,NA
"Armenia","ARM",2019,73.3483373511905,90.9865,55.81025,78.7026428571429,77.177,59.81475,65.446,74.46975,69.995,48.604,88.979,87.419,88.6167142857143,NA,61.105,74.8708571428571,61.9116,"Armenia",81.8966666666667,100,84.9666666666667,81.225,58.2916666666667,85,"Armenia",93.33336667,100,90.0001,90,"Armenia",2,7,0.8,0.631,0.565,0.669,0.681,0.921,1.386,1.457,0.572,1.399,0.839,0.871,3903.072,12.313,2957728,NA,NA,NA,NA
"Australia","AUS",2019,75.8879036605551,99.3495,56.658625,95.6907142857143,92.151,79.923,90.5518,71.511,82.7328571428571,91.8425714285714,77.9225,92.4965,49.1141428571429,67.5356666666667,63.0978,87.5748181818182,66.1772,"Australia",86.2416666666667,90,92.6666666666667,74.075,74.4666666666667,100,NA,NA,NA,NA,NA,"Australia",3,9,0.825,0.78,0.591,0.75,0.707,0.958,1.65,1.523,1.973,1.278,0.891,0.894,127644.165,48.067,25365745,NA,NA,NA,NA
"Austria","AUT",2019,83.4145556120962,99.4365,74.919,94.2427692307692,97.1926666666667,82.24825,91.9532,85.8105,77.9937142857143,96.0178571428571,94.6345,96.8663333333333,43.2517142857143,NA,70.2814,91.7558181818182,68.666,"Austria",86.7933333333334,100,91.3,74.55,73.1166666666667,95,NA,NA,NA,NA,NA,"Austria",3,9,0.862,0.792,0.631,0.725,0.769,0.942,1.618,1.377,1.67,1.627,0.971,0.941,44063.031,46.194,8879920,NA,NA,NA,NA
"Azerbaijan","AZE",2019,72.0188642857143,99.271,58.272,73.9677857142857,80.80775,52.66525,64.239,68.32875,69.3446666666667,38.9304285714286,97.5,82.46125,82.8457142857143,NA,65.9994,66.7475,70.383,"Azerbaijan",68.14125,80,64.6333333333333,60.98125,55.0916666666667,80,"Azerbaijan",76.66666667,80,70,80,"Azerbaijan",1,3,0.194,0.065,0.061,0.044,0.122,0.071,-0.933,-0.376,-1.492,-0.847,0.092,0.174,15070.419,14.2,10024283,NA,NA,NA,NA
"Burundi","BDI",2019,54.349028125,0,60.0688571428571,49.0373571428571,41.2435,56.2945,55.3174,17.03375,66.0433333333333,12.9242857142857,58.366,68.1653333333333,96.6277142857143,NA,81.3018,48.5522857142857,58.992,"Burundi",50.9133333333333,70,61.7,68.9,18.9666666666667,35,"Burundi",67.7778,50,93.3334,60,"Burundi",1,3,0.161,0.054,0.147,0.045,0.115,0.029,-0.958,-0.444,-0.781,-1.096,0.133,0.108,880.324,0.735,11530577,NA,NA,NA,NA
"Belgium","BEL",2019,79.1103073103367,99.451,73.3385,94.0052307692307,95.29,84.94925,74.591,73.87675,78.6757142857143,94.6282857142857,100,97.196,41.9258571428571,56.665,70.8102,87.9356363636364,62.3598,"Belgium",83.145,100,83.9333333333333,62.225,69.5666666666667,100,NA,NA,NA,NA,NA,"Belgium",3,9,0.9,0.839,0.644,0.811,0.836,0.975,1.774,1.6,1.653,1.669,0.968,0.973,54009.824,44.202,11488980,NA,NA,NA,NA
"Benin","BEN",2019,53.8891051820728,45.9005,61.75625,43.3106428571429,48.57625,23.857,49.5682,11.61575,74.8664285714286,25.5796666666667,61.383,42.838,96.8015,59.989,65.0828,50.7383,55.9755,"Benin",51.3829166666667,80,58.3,57.28125,36.3333333333333,25,"Benin",68.88893333,40,86.6668,80,"Benin",1,3,0.466,0.341,0.285,0.319,0.369,0.536,0.463,0.403,0.239,0.74,0.783,0.646,3642.139,2.901,11801151,NA,NA,NA,NA
"Burkina Faso","BFA",2019,50.4876799107143,24.4775,58.09325,46.2179285714286,18.79175,38.558,45.7398,4.455,70.2667142857143,17.867,37.7625,58.51725,96.0372857142857,NA,86.6542,50.3351,55.0146,"Burkina Faso",54.4566666666667,80,59.5666666666667,62.025,35.6916666666667,35,"Burkina Faso",62.22223333,50,96.6667,40,"Burkina Faso",2,6,0.661,0.482,0.398,0.539,0.423,0.697,0.954,0.949,0.302,1.12,0.891,0.83,4820.357,2.285,20321383,NA,NA,NA,NA
"Bangladesh","BGD",2019,62.6019647122485,69.999,67.858125,61.6042142857143,66.5205,52.52775,68.6128,48.3055,70.8075714285714,40.3826666666667,81.3485,32.738,93.093,65.885,51.016,48.6742727272727,48.378,"Bangladesh",58.9033333333333,90,61.6,68.975,48.9416666666667,25,"Bangladesh",62.22223333,30,76.6667,80,"Bangladesh",1,3,0.253,0.096,0.119,0.111,0.102,0.152,-0.267,0.008,-0.903,-0.051,0.199,0.366,72500.862,4.15,163046173,NA,NA,NA,NA
"Bulgaria","BGR",2019,74.8849331232493,98.3665,69.144125,79.4090714285714,86.30475,69.68775,66.9854,71.2436666666667,78.1528571428571,63.5045714285714,51.0345,90.1716666666667,64.2775714285714,65.335,93.7658,72.3401,69.0952,"Bulgaria",81.9933333333333,100,90.1,60.675,69.1916666666667,90,"Bulgaria",87.7778,100,83.3334,80,"Bulgaria",2,6,0.611,0.51,0.449,0.478,0.459,0.741,1.081,1.084,1.064,0.938,0.903,0.707,15092.22,20.002,6975761,NA,NA,NA,NA
"Bahrain","BHR",2019,59.040192979243,NA,59.1414285714286,89.5586923076923,86.7495,50.001,57.1504,70.19075,77.9796666666667,58.842,NA,52.7136666666667,58.6368571428572,52.084,36.7333333333333,66.0426,45.304,"Bahrain",50.94,70,64.2666666666667,41.6,48.8333333333333,30,NA,NA,NA,NA,NA,"Bahrain",0,0,0.121,0.052,0.035,0.039,0.11,0.213,-0.859,-0.16,-1.157,-1.031,0.054,0.119,5134.856,30.046,1641164,NA,NA,NA,NA
"Bahamas, The","BHS",2019,63.8108245115995,NA,61.4332857142857,81.6072307692308,47.8573333333333,67.675,68.649,69.82625,66.564,54.8591666666667,NA,100,67.9081428571429,59.1213333333333,38.38,54.281875,40.80975,"Bahamas, The",37.4541666666667,40,27.3,35.8375,29.1333333333333,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bosnia and Herzegovina","BIH",2019,73.3258116461969,99.8395,68.40375,76.9435384615385,66.8445,42.00725,76.053,71.382,67.5317142857143,46.399,80.7535,82.83,73.2994285714286,83.7966666666667,78.7984,68.8088,77.01875,"Bosnia and Herzegovina",59.5675,70,60.6666666666667,58.1375,49.0333333333333,60,"Bosnia and Herzegovina",64.44446667,70,73.3334,50,"Bosnia and Herzegovina",2,5,0.521,0.35,0.309,0.363,0.366,0.525,0.716,0.764,-0.013,0.926,0.75,0.684,4424.334,11.985,3300998,NA,NA,NA,NA
"Belarus","BLR",2019,78.6836876758658,99.0325,62.586,84.2245714285714,93.23925,74.5515,87.7122,70.7015,61.4234285714286,53.5121428571428,100,93.228,69.8592857142857,NA,90.9612,68.5020909090909,69.047,"Belarus",79.13125,100,79.2333333333333,67.88125,63.5416666666667,85,"Belarus",86.66666667,90,90,80,"Belarus",1,3,0.259,0.112,0.099,0.101,0.275,0.232,-0.516,-0.136,-1.459,-0.228,0.184,0.306,21019.499,20.806,9419758,NA,NA,NA,NA
"Belize","BLZ",2019,68.2620901785714,60.8925,58.65925,75.7239285714286,79.2063333333333,54.81225,75.2616,73.7055,67.4118333333333,37.5126,NA,89.0003333333333,83.6747142857143,70.3476,49.9766,55.4704,69.397,"Belize",56.0954166666667,70,62.2666666666667,55.76875,62.4416666666667,30,"Belize",63.33333333,40,90,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bolivia","BOL",2019,67.3046894142316,92.8835,59.945375,65.7255,88.6423333333333,72.0035,68.9372,65.30675,70.383,34.4548571428571,45.766,56.4195,78.71,NA,61.2324,51.5341818181818,73.0896,"Bolivia",62.31625,100,68.5333333333333,70.38125,52.6666666666667,20,"Bolivia",66.66666667,40,100,60,"Bolivia",1,4,0.477,0.253,0.351,0.319,0.303,0.605,0.318,0.491,-0.492,0.478,0.653,0.59,7515.218,6.163,11513102,NA,NA,NA,NA
"Brazil","BRA",2019,73.1601961038961,84.2375,68.94525,79.7180714285714,92.9196666666667,69.90025,85.1008,90.58675,70.3125714285714,65.5101428571429,13.3805,89.65575,80.2438571428571,64.6106666666667,61.4814,58.0870909090909,75.4924,"Brazil",79.2570833333333,90,83.3,73.09375,74.8916666666667,75,"Brazil",84.44443333,90,83.3333,80,"Brazil",2,6,0.691,0.536,0.437,0.471,0.392,0.846,1.084,1.257,0.656,0.828,0.44,0.725,264001.025,11.757,211049519,NA,NA,NA,NA
"Barbados","BRB",2019,68.9605564957265,NA,51.56125,85.4202307692308,95.1155,70.61,52.424,68.35175,65.706,49.7624,NA,97.398,56.0513333333333,63.5395,50.7623333333333,68.1928,74.69425,"Barbados",NA,60,NA,50.8375,NA,30,NA,NA,NA,NA,NA,"Barbados",3,8,0.787,0.665,0.34,0.687,0.636,0.865,1.375,1.33,0.876,1.375,0.915,0.91,549.399,17.879,287021,NA,NA,NA,NA
"Brunei Darussalam","BRN",2019,63.021118968254,NA,47.872875,85.65925,91.61125,61.4563333333333,59.0432,65.77975,64.123,74.6625714285714,NA,96.902,56.1645714285714,49.7844,54.684,65.9836666666667,65.19625,"Brunei Darussalam",NA,80,NA,40.71875,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bhutan","BTN",2019,69.9997014880952,91.3115,50.4043333333333,72.9861428571429,61.05575,62.0155,68.0738,74.51525,71.7898,47.4266666666667,64.369,86.186,76.5011666666667,NA,64.2718,87.7287142857143,53.7338,"Bhutan",51.6579166666667,70,59.2333333333333,67.78125,46.275,15,"Bhutan",63.33336667,40,90.0001,60,"Bhutan",2,7,0.601,0.525,0.381,0.533,0.501,0.874,1,1.115,1.3,0.665,0.417,0.709,922.146,11.448,763094,NA,NA,NA,NA
"Botswana","BWA",2019,62.3198875,60.9775,41.4655,52.9560714285714,62.9625,67.357,71.3552,46.3465,66.173,50.8924285714286,13.662,76.8385,86.729,NA,72.995,66.9402,71.6048,"Botswana",57.6791666666667,60,66.5666666666667,65.3875,56.4416666666667,40,"Botswana",51.1111,20,73.3333,60,"Botswana",3,8,0.657,0.561,0.395,0.549,0.464,0.764,0.947,0.738,1.117,1.01,0.88,0.794,3657.626,15.095,2303703,NA,NA,NA,NA
"Central African Republic","CAF",2019,40.255446875,4.8455,33.5255714285714,11.2633571428571,16.80725,25.69775,41.024,20.05725,65.074,7.31042857142857,9.5775,47.226,93.8581428571429,NA,89.702,42.3848,36.2216,"Central African Republic",NA,30,NA,49.2,NA,20,"Central African Republic",35.55553333,20,76.6666,10,"Central African Republic",1,3,0.385,0.22,0.162,0.224,0.194,0.281,0.397,0.44,0.548,0.363,0.642,0.743,429.651,0.827,4745179,NA,NA,NA,NA
"Canada","CAN",2019,77.8981236631016,99.5755,66.224125,94.8632142857143,96.727,81.60925,83.1018,80.498,81.1778571428571,88.4422857142857,88.4595,97.4775,51.0751428571429,60.9993333333333,57.1462,84.2847272727273,68.301,"Canada",87.4658333333333,100,93.2,60.0125,84.1166666666667,100,NA,NA,NA,NA,NA,"Canada",3,9,0.863,0.781,0.612,0.794,0.747,0.95,1.595,1.508,1.197,1.574,0.938,0.948,185709.16,46.849,37601230,NA,NA,NA,NA
"Switzerland","CHE",2019,78.7628392857143,99.4585,72.6135,96.5931666666667,97.361,80.00625,83.3128,83.0995,75.4095,97.0567142857143,82.425,97.62625,30.8565714285714,NA,60.008,84.0381428571429,54.5892,"Switzerland",86.1816666666667,100,87.6666666666667,76.55,76.6916666666667,90,NA,NA,NA,NA,NA,"Switzerland",3,9,0.907,0.866,0.805,0.877,0.838,0.948,1.873,1.444,1.985,1.961,0.916,0.979,51953.132,56.11,8575280,NA,NA,NA,NA
"Chile","CHL",2019,77.8907875795773,97.6505,68.755875,88.1405,96.0975,70.153,90.892,81.0815,78.5662857142857,70.684,26.197,93.13775,75.3602857142857,82.1968,55.0864,79.4719090909091,85.27575,"Chile",82.4370833333333,100,76.9666666666667,80.69375,59.525,95,"Chile",90,90,100,80,"Chile",2,7,0.831,0.767,0.563,0.744,0.628,0.968,1.677,1.643,1.994,1.256,0.954,0.872,46133.749,23.245,18952035,NA,NA,NA,NA
"China","CHN",2019,69.629951195863,96.52,82.59025,81.5123846153846,99.6715,73.7705,68.4772,67.249,75.1587142857143,76.6884285714286,34.9295,68.5296666666667,75.4611428571429,55.2933333333333,48.283,56.08325,46.2408,"China",59.885,83.4,46.4,59.675,44.95,65,"China",80,100,80,60,"China",0,0,0.075,0.048,0.039,0.119,0.094,0,-1.122,-1.294,-0.569,-1.129,0.084,0.052,2279809.269,15.384,1407745000,NA,NA,NA,NA
"Cote d'Ivoire","CIV",2019,60.9229728291317,67.1735,63.9335,44.4471428571429,46.23275,33.90525,54.8288,47.201,73.1362857142857,35.1558571428571,64.119,58.658,94.8542857142857,79.293,67.2052,55.1307,52.6126,"Cote d'Ivoire",55.7783333333333,90,59.9,68.475,35.5166666666667,25,"Cote d'Ivoire",70.00003333,60,90.0001,60,"Ivory Coast",2,5,0.534,0.33,0.364,0.449,0.342,0.591,0.697,0.794,-0.08,0.863,0.645,0.671,10811.416,3.873,25716554,NA,NA,NA,NA
"Cameroon","CMR",2019,56.0203102113573,46.8085,66.639,38.5109285714286,47.9515,55.6365,56.3,48.213,66.5687142857143,28.1095,23.0985,53.7813333333333,96.5061428571428,73.699,63.9056,42.0214545454546,46.4596,"Cameroon",55.1433333333333,80,61.5666666666667,64.525,34.625,35,"Cameroon",56.6667,40,90.0001,40,"Cameroon",1,3,0.287,0.122,0.11,0.109,0.193,0.086,-0.179,-0.086,-0.778,0.163,0.275,0.588,8275.055,3.023,25876387,NA,NA,NA,NA
"Congo, Dem. Rep.","COD",2019,47.811931372549,5.617,51.778,36.3071428571429,36.395,36.30025,41.2824,28.5985,67.0801428571429,14.8937142857143,43.0305,36.87075,97.1911666666667,77.86225,69.6176,31.288,39.33375,"Congo, Dem. Rep.",34.0933333333333,60,26.2666666666667,44.325,19.875,20,"Congo, Dem. Rep.",41.1111,20,83.3333,20,"Democratic Republic of the Congo",1,3,0.349,0.145,0.216,0.269,0.205,0.196,0.127,0.212,-0.723,0.472,0.416,0.679,8378.333,0.913,86790568,NA,NA,NA,NA
"Congo, Rep.","COG",2019,52.5303911064426,24.706,51.933125,43.6641428571429,43.32475,50.72925,52.7814,40.115,53.8877142857143,8.297,19.859,63.548,94.3493333333333,71.8788,82.5492,50.189,48.7716,"Congo, Rep.",36.2366666666667,60,27.9333333333333,47.8,25.45,20,"Congo, Rep.",45.55556667,20,66.6667,50,"Republic of the Congo",1,3,0.24,0.095,0.183,0.187,0.128,0.093,-0.37,-0.022,-0.497,-0.489,0.444,0.317,1727.733,3.053,5380504,NA,NA,NA,NA
"Colombia","COL",2019,69.4441087216705,76.6715,63.31325,83.8517857142857,89.6355,68.7625,78.2608,77.607,68.5328571428571,48.064,16.479,82.9185,87.7342857142857,56.7858333333333,64.39,54.9396363636364,71.6534,"Colombia",74.0954166666667,100,84.2666666666667,83.11875,48.0916666666667,55,"Colombia",81.1111,80,93.3333,70,"Colombia",2,6,0.649,0.507,0.451,0.429,0.358,0.751,1.118,1.21,0.986,0.855,0.679,0.734,71716.256,13.656,50339443,NA,NA,NA,NA
"Comoros","COM",2019,52.320874789916,48.941,42.0604285714286,54.9101428571429,39.17725,27.12625,49.01,35.515,48.287,28.8956666666667,25.617,64.377,95.7825,43.161,71.713,59.2018,56.6723333333333,"Comoros",NA,60,NA,52.65625,NA,30,"Comoros",47.77776667,20,73.3333,50,"Comoros",1,3,0.32,0.115,0.22,0.217,0.247,0.119,-0.201,-0.132,-0.976,0.223,0.461,0.634,241.308,2.709,850891,NA,NA,NA,NA
"Cabo Verde","CPV",2019,66.6058125188537,88.2835,36.517,76.0408461538461,77.32275,66.4415,56.8195,62.25725,51.063,40.4875,41.608,91.0635,81.2655,56.8862,62.3093333333333,80.5718333333333,65.8016,"Cabo Verde",52.6654166666667,60,59.3333333333333,59.59375,64.4,20,"Cabo Verde",64.44443333,50,83.3333,60,"Cape Verde",2,6,0.786,0.704,0.493,0.595,0.625,0.882,1.455,1.372,1.636,1.265,0.865,0.866,379.199,6.474,549936,NA,NA,NA,NA
"Costa Rica","CRI",2019,71.8572995861981,95.5665,52.584125,88.4350714285714,77.5505,81.06625,70.7024,84.68875,71.6768571428571,57.3985714285714,20.845,82.392,80.0264285714286,56.0125,62.0546,77.7012727272727,70.2086,"Costa Rica",80.7779166666667,100,86.4666666666667,75.95625,71.4666666666667,70,"Costa Rica",91.1111,90,93.3333,90,"Costa Rica",3,9,0.894,0.844,0.653,0.842,0.805,0.959,1.818,1.636,1.674,1.68,0.918,0.951,9315.616,17.497,5047561,NA,NA,NA,NA
"Cuba","CUB",2019,78.5296093650794,NA,67.4095,84.6572142857143,95.40675,82.434,72.3532,78.403,90.86025,38.4671428571429,NA,84.45175,90.2298333333333,75.2568333333333,69.5254,67.0296,89.4176666666667,"Cuba",NA,40,NA,46.875,NA,NA,NA,NA,NA,NA,NA,"Cuba",0,0,0.181,0.063,0.085,0.103,0.244,0.3,-0.965,-0.303,-0.878,-1.076,0.104,0.105,10849.993,8.995,11333484,NA,NA,NA,NA
"Cyprus","CYP",2019,72.4633911064426,99.914,59.111625,91.3189285714286,98.44125,70.693,68.2342,73.27625,68.0655714285714,73.8587142857143,85.5075,95.7306666666667,43.9691428571429,49.8728333333333,72.1756,67.7727,44.447,"Cyprus",79.6179166666667,100,92.2666666666666,53.33125,67.4916666666667,85,NA,NA,NA,NA,NA,"Cyprus",3,8,0.838,0.715,0.566,0.711,0.737,0.912,1.412,1.386,0.66,1.463,0.947,0.927,3399.893,31.33,1198574,NA,NA,NA,NA
"Czechia","CZE",2019,81.0232735119048,99.8925,61.154,91.6857857142857,95.0976666666667,72.33075,84.5972,75.969,81.3921428571429,82.412,100,95.89575,50.4357142857143,NA,91.172,83.221,57.5142,"Czechia",86.7308333333333,100,90.1,74.5875,73.9666666666667,95,NA,NA,NA,NA,NA,"Czechia",3,8,0.809,0.712,0.533,0.635,0.714,0.904,1.423,1.257,1.222,1.481,0.936,0.903,41102.541,36.028,10671870,NA,NA,NA,NA
"Germany","DEU",2019,82.5648444486886,99.478,72.8175,94.6360714285714,97.1656666666667,78.94775,85.6124,76.677,83.5747142857143,94.3152857142857,88.147,96.7575,47.0492857142857,73.6666666666667,80.2184,89.8021818181818,75.3586,"Germany",87.8279166666667,100,96.4666666666666,71.10625,76.5666666666667,95,NA,NA,NA,NA,NA,"Germany",3,9,0.883,0.837,0.64,0.847,0.823,0.974,1.891,1.675,2.061,1.683,0.968,0.959,405218.706,45.517,83092962,NA,NA,NA,NA
"Djibouti","DJI",2019,50.4885845938375,56.1715,51.2715714285714,49.878,9.351,30.16675,53.7538,21.535,51.6776666666667,33.7705,44.391,77.656,89.8415,57.548,31.1695,54.1614,54.47475,"Djibouti",38.27625,50,60.3666666666667,41.60625,14.4083333333333,25,"Djibouti",58.8889,50,86.6667,40,"Djibouti",1,3,0.255,0.121,0.138,0.148,0.18,0.176,-0.225,0.005,-0.665,-0.017,0.292,0.349,642.074,6.172,973557,NA,NA,NA,NA
"Denmark","DNK",2019,84.0895074738986,99.19,74.76075,95.4087142857143,98.9036666666667,84.89125,89.6192,87.016,83.3837142857143,96.6141428571429,98.156,97.14475,35.8548571428571,75.8906666666667,76.2724,94.3831818181818,77.347,"Denmark",88.8820833333333,100,98.7,68.01875,77.6916666666667,100,NA,NA,NA,NA,NA,"Denmark",3,9,0.914,0.884,0.702,0.873,0.876,0.963,1.999,1.553,2.295,1.996,0.95,0.983,30092.86,48.486,5814422,NA,NA,NA,NA
"Dominican Republic","DOM",2019,71.6400187993379,95.5315,76.334375,68.5777142857143,89.802,69.582,68.2948,68.339,73.4428571428571,46.1505,43.5935,73.2255,81.7231428571429,83.7906666666667,72.1072,55.3263636363636,60.4232,"Dominican Republic",64.1645833333333,100,65.6,59.95625,35.2666666666667,60,"Dominican Republic",70,60,100,50,"Dominican Republic",2,5,0.549,0.3,0.361,0.381,0.281,0.541,0.719,0.809,-0.733,1.17,0.865,0.741,17901.097,15.749,10738957,NA,NA,NA,NA
"Algeria","DZA",2019,70.6709252610135,97.4435,65.11625,75.6358571428571,72.71275,45.686,57.1896,65.5105,68.5345714285714,48.6404285714286,97.015,68.7725,88.5958571428571,64.8258333333333,63.7424,65.1871818181818,70.957,"Algeria",58.6525,80,60.1333333333333,57.3625,55.7666666666667,40,"Algeria",52.2222,50,76.6666,30,"Algeria",1,3,0.292,0.148,0.105,0.2,0.256,0.238,-0.143,0.078,-0.537,-0.003,0.265,0.514,52143.253,11.616,43053054,NA,NA,NA,NA
"Ecuador","ECU",2019,69.7511964285714,87.3515,54.004375,79.4375,92.63975,77.62525,75.2968,74.43875,70.3212857142857,47.4925714285714,24.366,67.368,85.3548571428571,79.838,48.9682,57.2699,72.4066,"Ecuador",73.1166666666667,100,87.7333333333333,76.425,56.425,45,"Ecuador",66.66666667,60,100,40,"Ecuador",2,6,0.622,0.453,0.432,0.468,0.416,0.694,0.904,0.916,0.543,0.906,0.859,0.804,18052.555,9.952,17373657,NA,NA,NA,NA
"Egypt, Arab Rep.","EGY",2019,67.6311925451999,84.743,59.425375,71.1382142857143,62.233,50.3785,64.478,69.52675,67.4791428571429,51.894,82.5215,66.86525,87.6115714285715,51.07,66.9542,59.2636363636364,60.0708,"Egypt, Arab Rep.",74.4008333333333,100,76.8,72.6375,62.5666666666667,60,"Egypt, Arab Rep.",85.5556,80,86.6668,90,"Egypt",1,2,0.176,0.119,0.076,0.1,0.102,0.098,-0.712,-0.373,-0.353,-0.798,0.073,0.146,91576.22,8.564,100388076,NA,NA,NA,NA
"Spain","ESP",2019,79.6610833093377,98.7635,66.407875,94.8089230769231,95.05525,84.034,86.6026,77.58225,76.3277142857143,89.1844285714286,81.36,97.964,60.5578571428572,60.2986666666667,65.0976,79.7048181818182,58.4376,"Spain",88.8541666666667,100,90.8666666666666,75.5375,77.8666666666667,100,NA,NA,NA,NA,NA,"Spain",3,9,0.874,0.807,0.624,0.772,0.78,0.971,1.727,1.7,1.47,1.507,0.946,0.924,181566.361,36.095,47134837,NA,NA,NA,NA
"Estonia","EST",2019,79.7353102304558,98.362,64.645625,89.3859285714286,96.233,76.1945,88.607,81.74975,76.3391428571428,82.4394285714286,89.102,98.84175,41.2871428571428,87.455,76.6764,89.8312727272727,49.848,"Estonia",86.41375,100,93.9333333333333,67.49375,70.6416666666667,100,NA,NA,NA,NA,NA,"Estonia",3,9,0.895,0.845,0.639,0.783,0.794,0.967,1.846,1.592,1.873,1.758,0.969,0.966,4467.947,31.511,1326855,NA,NA,NA,NA
"Ethiopia","ETH",2019,53.195234077381,34.736,58.19825,45.7117857142857,31.67775,55.63175,37.141,32.0925,66.018,27.7024285714286,71.655,54.234,97.1977142857143,NA,57.4184,38.9447,43.4528,"Ethiopia",50.0925,70,59.9666666666667,71.4125,34.0833333333333,15,"Ethiopia",61.1111,30,83.3333,70,"Ethiopia",1,3,0.333,0.159,0.169,0.285,0.234,0.218,0.022,0.11,-0.563,0.309,0.44,0.633,24918.13,2.109,112078727,NA,NA,NA,NA
